time,longitude,latitude,snr_[MJ/m2],tp_[mm],ro_[m],sm_[m3/m3],le_[W/m2],t2m_[K],lai_[m2/m2],evi_[],ndvi_[]
2008-04-14,16.375,63.625,4.4294796,0.16610353,1.8500034e-05,0.38688165,11.793777898505882,272.92712,0.19899208843708038,0.1109508,0.113525465
2008-04-15,16.375,63.625,4.1930294,0.52313083,2.0159647e-05,0.38594204,12.438188272493857,274.7167,0.21560782007873058,0.107217036,0.11013233
2008-04-16,16.375,63.625,4.4141474,0.022259343,1.9100486e-05,0.38614464,13.08259864648183,273.29224,0.23222355172038078,0.103483304,0.106739186
2008-04-17,16.375,63.625,5.7069044,0.000605298,2.0221249e-05,0.38657942,13.727009020469806,274.8665,0.24883928336203098,0.10295104,0.10789496
2008-04-18,16.375,63.625,4.412713,0.003442178,2.1805803e-05,0.38887817,14.371419394457781,275.98666,0.2654550150036812,0.105127744,0.11289988
2008-04-19,16.375,63.625,3.6994867,0.050702855,1.980171e-05,0.39067087,15.015829768445755,274.74338,0.2820707466453314,0.10730443,0.11790472
2008-04-20,16.375,63.625,4.6021857,0.2857482,2.156897e-05,0.3914113,15.660240142433729,274.70505,0.2986864782869816,0.10948114,0.122909635
2008-04-21,16.375,63.625,5.273191,0.0062790583,2.1511856e-05,0.39155507,16.304650516421702,275.37534,0.3153022099286318,0.111657836,0.12791452
2008-04-22,16.375,63.625,7.292024,0.0,2.2179589e-05,0.38975865,16.94906089040968,275.21484,0.331917941570282,0.11383455,0.13291939
2008-04-23,16.375,63.625,7.183102,0.0,2.3666065e-05,0.39143378,18.23424948034463,276.14,0.35528431087732315,0.11601124,0.13792427
2008-04-24,16.375,63.625,7.5173597,0.0,2.4370576e-05,0.39582837,19.519438070279577,275.8952,0.3786506801843643,0.11818795,0.14292918
2008-04-25,16.375,63.625,7.810291,0.0,2.533734e-05,0.39789528,20.804626660214527,276.3897,0.4020170494914055,0.12036466,0.14793408
2008-04-26,16.375,63.625,8.382873,0.31996956,2.8158976e-05,0.40061468,22.089815250149478,277.5697,0.42538341879844666,0.12254136,0.15293896
2008-04-27,16.375,63.625,4.6317434,1.0214753,2.8750452e-05,0.40339804,23.375003840084428,278.35855,0.4487497881054878,0.12471804,0.15794384
2008-04-28,16.375,63.625,6.16709,0.06492922,2.9771933e-05,0.40289697,24.66019243001938,279.51562,0.472116157412529,0.12689476,0.16294873
2008-04-29,16.375,63.625,9.224103,0.0084924055,3.159481e-05,0.40199175,25.945381019954326,284.5377,0.49548252671957016,0.12907144,0.16795361
2008-04-30,16.375,63.625,10.914093,0.0,3.2122e-05,0.4047854,27.230569609889276,285.17493,0.5188488960266113,0.13124816,0.17295852
2008-05-01,16.375,63.625,7.654112,0.51316756,3.2410615e-05,0.40455732,28.16140065314593,283.65643,0.5742862522602081,0.13342488,0.17796339
2008-05-02,16.375,63.625,6.5614247,2.1930146,3.5921294e-05,0.4069132,29.09223169640258,282.27255,0.6297236084938049,0.13818264,0.19052783
2008-05-03,16.375,63.625,9.1994505,5.843331,4.1267467e-05,0.41349912,30.023062739659235,283.77335,0.6851609647274017,0.14810278,0.21821204
2008-05-04,16.375,63.625,7.015526,1.479534,4.1479158e-05,0.41178322,30.953893782915888,280.30835,0.7405983209609985,0.15802279,0.2458959
2008-05-05,16.375,63.625,9.060836,0.0051856143,4.3486918e-05,0.40642422,31.884724826172544,279.8686,0.7960356771945953,0.16794299,0.27358013
2008-05-06,16.375,63.625,4.6806035,2.8089087,4.6994697e-05,0.40921354,32.8155558694292,279.43405,0.8514730334281921,0.177863,0.301264
2008-05-07,16.375,63.625,4.794801,0.9991714,4.837996e-05,0.4029208,33.74638691268585,281.30826,0.9069103896617889,0.18778317,0.32894826
2008-05-08,16.375,63.625,7.8689837,0.51116836,5.0440085e-05,0.40158764,34.6772179559425,282.86615,0.9623477458953857,0.19770317,0.35663205
2008-05-09,16.375,63.625,10.35825,0.25770482,5.221998e-05,0.400004,34.591026466201846,284.1656,0.9327054470777512,0.20762321,0.38431594
2008-05-10,16.375,63.625,11.622338,-8.326673e-14,5.3550306e-05,0.39766955,34.5048349764612,283.91205,0.9030631482601166,0.21754335,0.41200024
2008-05-11,16.375,63.625,5.5365233,0.40444613,5.4618176e-05,0.3937232,34.41864348672054,281.1435,0.873420849442482,0.22746338,0.439684
2008-05-12,16.375,63.625,9.624336,0.012995946,5.5353143e-05,0.39246255,34.332451996979884,277.32108,0.8437785506248474,0.23738354,0.4673683
2008-05-13,16.375,63.625,8.411064,0.44787312,5.6038996e-05,0.38941145,34.246260507239235,276.38977,0.8141362518072128,0.24730356,0.4950521
2008-05-14,16.375,63.625,5.316987,4.70733,5.704546e-05,0.39286712,34.16006901749858,275.15515,0.7844939529895782,0.25722376,0.5227364
2008-05-15,16.375,63.625,8.234459,1.4804235,5.7000212e-05,0.39461637,34.07387752775793,275.8044,0.7548516541719437,0.2671437,0.55042017
2008-05-16,16.375,63.625,9.915943,0.033972412,5.7001187e-05,0.3902301,33.98768603801727,276.2766,0.7252093553543091,0.27706397,0.57810444
2008-05-17,16.375,63.625,11.727526,0.7540348,5.7130794e-05,0.3913825,35.78044025710336,276.87585,0.8387106955051422,0.28572127,0.60257155
2008-05-18,16.375,63.625,10.142708,0.009422588,5.695368e-05,0.38860425,37.573194476189435,277.4675,0.9522120356559753,0.28553954,0.6045202
2008-05-19,16.375,63.625,12.429891,1.4307283,5.7319543e-05,0.39156294,39.36594869527552,277.7104,1.0657133758068085,0.2853578,0.60646886
2008-05-20,16.375,63.625,10.288888,6.3808427,5.858231e-05,0.3991179,41.1587029143616,276.8548,1.1792147159576416,0.285176,0.60841763
2008-05-21,16.375,63.625,12.302737,0.9322648,5.741909e-05,0.39922866,42.951457133447676,278.2597,1.2927160561084747,0.2849943,0.6103662
2008-05-22,16.375,63.625,10.3052225,0.20303021,5.7248442e-05,0.3936662,44.74421135253376,280.62448,1.4062173962593079,0.28481257,0.61231494
2008-05-23,16.375,63.625,12.073403,0.4342667,5.7111403e-05,0.39253247,46.536965571619845,281.20255,1.519718736410141,0.28463084,0.61426365
2008-05-24,16.375,63.625,13.233145,0.015861074,5.6992787e-05,0.38790193,48.32971979070592,282.54794,1.6332200765609741,0.2844491,0.6162122
